what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402345761376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402345763074
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1402345763075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402345767003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402346447327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402346449035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402346449398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402346459770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402346460280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347307534
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402347309249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402347310695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347311070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347317690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402347322319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347322614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347328391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402347331562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402347331871
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351262011
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402351263729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351268787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351276475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351277149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351653806
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402351665595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353002896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353008025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353438933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353447488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353482182
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402353482283
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402353500499
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402353508955
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402353509904
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402353512222
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1402353529267
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353529453
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353529989
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402353537186
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353537644
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353537875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353545503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353553035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353554583
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353555206
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402353558303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402353559827
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402353563660
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353564767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353567146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353571172
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402353573147
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1402353574275
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353575506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353584519
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402353584533
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402353604274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353606700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353614868
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402353616576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353620089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353845258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353848516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353880775
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353883225
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353883345
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1402353883346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353883910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353897805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353899368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353900290
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402353902024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1402353917380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402353939615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402354025272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402354033081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402354033410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355582037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1402355595189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355621835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355822393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355824015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355849700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355851503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355986857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355989015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402355993286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356000021
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356001026
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356010531
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356010745
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402356011750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356012058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356015638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402356016976
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356020232
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1402356022681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356023740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356026770
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356026786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356028141
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356038150
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356038165
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356092858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356096088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356100292
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402356101448
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402356104836
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356105246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356257416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402356265899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1402356268486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356278246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356278375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402356289935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402356292701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402356293520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356299818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356469824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356476422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356499190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356500822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356501616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356503295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356504342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356504894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356529277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356534780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356551315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356551867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356615504
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356616541
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356616751
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402356618419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1402356621813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356622212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356646572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1402356651445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402356655344
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356659209
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1402356660466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356661037
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356664754
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356664767
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1402356666039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356674014
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402356685648
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1402356685689
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402356687556
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1402505927517
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1402505927520
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1402505927531
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1402505927533
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1402505927534
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1402505927537
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1402505927540
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1402505927542
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1402505927544
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1402505927548
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1402505927550
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1402505927555
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1402505927557
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1402505927559
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1402505927562
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1402505927565
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1402505927585
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1402505927670
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1402505927672
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1402505927674
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1402505927707
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1402505927754
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1402505927813
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1402505927815
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1402505927817
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1402505927819
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1402505927820
